Filename,Filepath,Flower,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6,Fold_7,Fold_8,Fold_9,Fold_10
2328.jpg,Flavia_dataset\sweet osmanthus\2328.jpg,sweet osmanthus,Train,Train,Train,Train,Train,Train,Train,Test,Valid,Train
2329.jpg,Flavia_dataset\sweet osmanthus\2329.jpg,sweet osmanthus,Train,Train,Train,Train,Test,Train,Train,Train,Train,Valid
2330.jpg,Flavia_dataset\sweet osmanthus\2330.jpg,sweet osmanthus,Test,Train,Train,Train,Train,Train,Valid,Train,Train,Train
2331.jpg,Flavia_dataset\sweet osmanthus\2331.jpg,sweet osmanthus,Train,Train,Valid,Train,Train,Test,Train,Train,Train,Train
2332.jpg,Flavia_dataset\sweet osmanthus\2332.jpg,sweet osmanthus,Train,Valid,Test,Train,Train,Train,Train,Train,Train,Train
2333.jpg,Flavia_dataset\sweet osmanthus\2333.jpg,sweet osmanthus,Train,Train,Train,Train,Train,Train,Test,Valid,Train,Train
2334.jpg,Flavia_dataset\sweet osmanthus\2334.jpg,sweet osmanthus,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
2335.jpg,Flavia_dataset\sweet osmanthus\2335.jpg,sweet osmanthus,Train,Test,Valid,Train,Train,Train,Train,Train,Train,Train
2336.jpg,Flavia_dataset\sweet osmanthus\2336.jpg,sweet osmanthus,Train,Train,Train,Test,Valid,Train,Train,Train,Train,Train
2337.jpg,Flavia_dataset\sweet osmanthus\2337.jpg,sweet osmanthus,Test,Train,Train,Train,Train,Train,Train,Valid,Train,Train
2338.jpg,Flavia_dataset\sweet osmanthus\2338.jpg,sweet osmanthus,Train,Valid,Train,Train,Train,Test,Train,Train,Train,Train
2339.jpg,Flavia_dataset\sweet osmanthus\2339.jpg,sweet osmanthus,Train,Train,Train,Train,Train,Train,Train,Test,Valid,Train
2340.jpg,Flavia_dataset\sweet osmanthus\2340.jpg,sweet osmanthus,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Test
2341.jpg,Flavia_dataset\sweet osmanthus\2341.jpg,sweet osmanthus,Train,Train,Train,Train,Train,Train,Test,Train,Train,Valid
2342.jpg,Flavia_dataset\sweet osmanthus\2342.jpg,sweet osmanthus,Train,Train,Test,Valid,Train,Train,Train,Train,Train,Train
2343.jpg,Flavia_dataset\sweet osmanthus\2343.jpg,sweet osmanthus,Train,Train,Train,Train,Test,Train,Valid,Train,Train,Train
2344.jpg,Flavia_dataset\sweet osmanthus\2344.jpg,sweet osmanthus,Valid,Train,Train,Train,Train,Train,Train,Train,Test,Train
2345.jpg,Flavia_dataset\sweet osmanthus\2345.jpg,sweet osmanthus,Train,Test,Valid,Train,Train,Train,Train,Train,Train,Train
2346.jpg,Flavia_dataset\sweet osmanthus\2346.jpg,sweet osmanthus,Train,Train,Train,Train,Test,Train,Train,Train,Train,Valid
2347.jpg,Flavia_dataset\deodar\2347.jpg,deodar,Train,Train,Test,Train,Train,Train,Train,Valid,Train,Train
2348.jpg,Flavia_dataset\deodar\2348.jpg,deodar,Test,Train,Train,Train,Train,Valid,Train,Train,Train,Train
2349.jpg,Flavia_dataset\deodar\2349.jpg,deodar,Train,Train,Train,Valid,Train,Train,Train,Test,Train,Train
2350.jpg,Flavia_dataset\deodar\2350.jpg,deodar,Train,Train,Train,Train,Valid,Train,Test,Train,Train,Train
2351.jpg,Flavia_dataset\deodar\2351.jpg,deodar,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
2352.jpg,Flavia_dataset\deodar\2352.jpg,deodar,Train,Valid,Train,Test,Train,Train,Train,Train,Train,Train
2353.jpg,Flavia_dataset\deodar\2353.jpg,deodar,Train,Train,Train,Train,Train,Test,Train,Train,Valid,Train
2354.jpg,Flavia_dataset\deodar\2354.jpg,deodar,Train,Train,Train,Train,Train,Train,Valid,Train,Test,Train
2355.jpg,Flavia_dataset\deodar\2355.jpg,deodar,Valid,Train,Train,Train,Test,Train,Train,Train,Train,Train
2356.jpg,Flavia_dataset\deodar\2356.jpg,deodar,Train,Train,Train,Train,Valid,Test,Train,Train,Train,Train
2357.jpg,Flavia_dataset\deodar\2357.jpg,deodar,Train,Train,Train,Train,Train,Train,Train,Test,Valid,Train
2358.jpg,Flavia_dataset\deodar\2358.jpg,deodar,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Test
2359.jpg,Flavia_dataset\deodar\2359.jpg,deodar,Train,Valid,Train,Train,Train,Train,Train,Train,Test,Train
2360.jpg,Flavia_dataset\deodar\2360.jpg,deodar,Train,Train,Train,Test,Train,Train,Train,Valid,Train,Train
2361.jpg,Flavia_dataset\deodar\2361.jpg,deodar,Train,Train,Valid,Train,Train,Train,Test,Train,Train,Train
2362.jpg,Flavia_dataset\deodar\2362.jpg,deodar,Train,Test,Train,Train,Train,Train,Valid,Train,Train,Train
2363.jpg,Flavia_dataset\deodar\2363.jpg,deodar,Train,Train,Test,Train,Train,Train,Train,Train,Train,Valid
2364.jpg,Flavia_dataset\deodar\2364.jpg,deodar,Test,Train,Train,Valid,Train,Train,Train,Train,Train,Train
2365.jpg,Flavia_dataset\deodar\2365.jpg,deodar,Train,Train,Test,Train,Train,Valid,Train,Train,Train,Train
2366.jpg,Flavia_dataset\deodar\2366.jpg,deodar,Train,Train,Train,Train,Train,Train,Train,Train,Test,Valid
2367.jpg,Flavia_dataset\deodar\2367.jpg,deodar,Train,Test,Valid,Train,Train,Train,Train,Train,Train,Train
2368.jpg,Flavia_dataset\deodar\2368.jpg,deodar,Test,Train,Train,Valid,Train,Train,Train,Train,Train,Train
2369.jpg,Flavia_dataset\deodar\2369.jpg,deodar,Valid,Train,Train,Train,Test,Train,Train,Train,Train,Train
2370.jpg,Flavia_dataset\deodar\2370.jpg,deodar,Train,Train,Train,Train,Train,Train,Test,Train,Valid,Train
2371.jpg,Flavia_dataset\deodar\2371.jpg,deodar,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Test
2372.jpg,Flavia_dataset\deodar\2372.jpg,deodar,Train,Valid,Train,Test,Train,Train,Train,Train,Train,Train
2373.jpg,Flavia_dataset\deodar\2373.jpg,deodar,Train,Train,Train,Train,Valid,Train,Train,Test,Train,Train
2374.jpg,Flavia_dataset\deodar\2374.jpg,deodar,Train,Train,Train,Train,Train,Test,Train,Valid,Train,Train
2375.jpg,Flavia_dataset\deodar\2375.jpg,deodar,Train,Train,Valid,Train,Train,Train,Train,Test,Train,Train
2376.jpg,Flavia_dataset\deodar\2376.jpg,deodar,Train,Valid,Train,Train,Train,Train,Train,Train,Test,Train
2377.jpg,Flavia_dataset\deodar\2377.jpg,deodar,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
2378.jpg,Flavia_dataset\deodar\2378.jpg,deodar,Train,Test,Train,Train,Train,Train,Train,Train,Train,Valid
2379.jpg,Flavia_dataset\deodar\2379.jpg,deodar,Test,Train,Train,Train,Valid,Train,Train,Train,Train,Train
2380.jpg,Flavia_dataset\deodar\2380.jpg,deodar,Train,Train,Test,Train,Train,Train,Train,Valid,Train,Train
2381.jpg,Flavia_dataset\deodar\2381.jpg,deodar,Train,Train,Train,Train,Test,Valid,Train,Train,Train,Train
2382.jpg,Flavia_dataset\deodar\2382.jpg,deodar,Valid,Train,Train,Train,Train,Test,Train,Train,Train,Train
2383.jpg,Flavia_dataset\deodar\2383.jpg,deodar,Train,Train,Train,Valid,Train,Train,Test,Train,Train,Train
2384.jpg,Flavia_dataset\deodar\2384.jpg,deodar,Train,Train,Train,Test,Train,Train,Valid,Train,Train,Train
2385.jpg,Flavia_dataset\deodar\2385.jpg,deodar,Train,Valid,Train,Train,Test,Train,Train,Train,Train,Train
2386.jpg,Flavia_dataset\deodar\2386.jpg,deodar,Train,Train,Train,Test,Valid,Train,Train,Train,Train,Train
2387.jpg,Flavia_dataset\deodar\2387.jpg,deodar,Train,Train,Train,Train,Train,Train,Train,Train,Test,Valid
2388.jpg,Flavia_dataset\deodar\2388.jpg,deodar,Valid,Test,Train,Train,Train,Train,Train,Train,Train,Train
2389.jpg,Flavia_dataset\deodar\2389.jpg,deodar,Test,Train,Train,Train,Train,Train,Train,Valid,Train,Train
2390.jpg,Flavia_dataset\deodar\2390.jpg,deodar,Train,Train,Train,Train,Train,Train,Test,Train,Valid,Train
2391.jpg,Flavia_dataset\deodar\2391.jpg,deodar,Train,Train,Train,Train,Train,Valid,Train,Test,Train,Train
2392.jpg,Flavia_dataset\deodar\2392.jpg,deodar,Train,Train,Test,Train,Train,Train,Valid,Train,Train,Train
2393.jpg,Flavia_dataset\deodar\2393.jpg,deodar,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Test
2394.jpg,Flavia_dataset\deodar\2394.jpg,deodar,Train,Train,Valid,Train,Train,Test,Train,Train,Train,Train
2395.jpg,Flavia_dataset\deodar\2395.jpg,deodar,Train,Train,Train,Valid,Test,Train,Train,Train,Train,Train
2396.jpg,Flavia_dataset\deodar\2396.jpg,deodar,Train,Valid,Train,Train,Train,Train,Train,Train,Test,Train
2397.jpg,Flavia_dataset\deodar\2397.jpg,deodar,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
2398.jpg,Flavia_dataset\deodar\2398.jpg,deodar,Train,Train,Train,Train,Valid,Test,Train,Train,Train,Train
2399.jpg,Flavia_dataset\deodar\2399.jpg,deodar,Train,Train,Train,Train,Train,Train,Test,Valid,Train,Train
2400.jpg,Flavia_dataset\deodar\2400.jpg,deodar,Train,Train,Train,Test,Train,Train,Valid,Train,Train,Train
2401.jpg,Flavia_dataset\deodar\2401.jpg,deodar,Train,Train,Train,Train,Train,Train,Train,Test,Valid,Train
2402.jpg,Flavia_dataset\deodar\2402.jpg,deodar,Test,Train,Valid,Train,Train,Train,Train,Train,Train,Train
2403.jpg,Flavia_dataset\deodar\2403.jpg,deodar,Train,Test,Train,Train,Train,Valid,Train,Train,Train,Train
2404.jpg,Flavia_dataset\deodar\2404.jpg,deodar,Train,Train,Test,Train,Train,Train,Train,Train,Train,Valid
2405.jpg,Flavia_dataset\deodar\2405.jpg,deodar,Valid,Train,Train,Train,Train,Train,Train,Test,Train,Train
2406.jpg,Flavia_dataset\deodar\2406.jpg,deodar,Train,Test,Train,Valid,Train,Train,Train,Train,Train,Train
2407.jpg,Flavia_dataset\deodar\2407.jpg,deodar,Train,Train,Test,Train,Train,Valid,Train,Train,Train,Train
2408.jpg,Flavia_dataset\deodar\2408.jpg,deodar,Train,Valid,Train,Train,Train,Train,Test,Train,Train,Train
2409.jpg,Flavia_dataset\deodar\2409.jpg,deodar,Train,Train,Train,Test,Valid,Train,Train,Train,Train,Train
2410.jpg,Flavia_dataset\deodar\2410.jpg,deodar,Train,Train,Train,Train,Train,Test,Train,Valid,Train,Train
2411.jpg,Flavia_dataset\deodar\2411.jpg,deodar,Test,Train,Train,Train,Train,Train,Valid,Train,Train,Train
2412.jpg,Flavia_dataset\deodar\2412.jpg,deodar,Train,Train,Train,Train,Test,Train,Train,Train,Valid,Train
2413.jpg,Flavia_dataset\deodar\2413.jpg,deodar,Train,Train,Train,Train,Train,Train,Train,Train,Test,Valid
2414.jpg,Flavia_dataset\deodar\2414.jpg,deodar,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Test
2415.jpg,Flavia_dataset\deodar\2415.jpg,deodar,Valid,Train,Train,Train,Train,Train,Train,Train,Test,Train
2416.jpg,Flavia_dataset\deodar\2416.jpg,deodar,Test,Train,Valid,Train,Train,Train,Train,Train,Train,Train
2417.jpg,Flavia_dataset\deodar\2417.jpg,deodar,Train,Train,Train,Train,Test,Train,Train,Train,Valid,Train
2418.jpg,Flavia_dataset\deodar\2418.jpg,deodar,Train,Train,Train,Test,Valid,Train,Train,Train,Train,Train
2419.jpg,Flavia_dataset\deodar\2419.jpg,deodar,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Test
2420.jpg,Flavia_dataset\deodar\2420.jpg,deodar,Train,Test,Train,Train,Train,Train,Valid,Train,Train,Train
2421.jpg,Flavia_dataset\deodar\2421.jpg,deodar,Train,Valid,Test,Train,Train,Train,Train,Train,Train,Train
2422.jpg,Flavia_dataset\deodar\2422.jpg,deodar,Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
2423.jpg,Flavia_dataset\deodar\2423.jpg,deodar,Train,Train,Train,Train,Train,Valid,Test,Train,Train,Train
2424.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2424.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Train,Train,Test,Train,Valid
2425.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2425.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Test,Train,Train,Train,Train,Valid
2426.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2426.jpg","ginkgo, maidenhair tree",Train,Test,Valid,Train,Train,Train,Train,Train,Train,Train
2427.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2427.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Valid,Train,Train,Train,Train,Test
2428.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2428.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Test,Train,Train,Valid,Train
2429.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2429.jpg","ginkgo, maidenhair tree",Train,Train,Train,Test,Train,Train,Valid,Train,Train,Train
2430.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2430.jpg","ginkgo, maidenhair tree",Train,Train,Train,Valid,Train,Train,Train,Test,Train,Train
2431.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2431.jpg","ginkgo, maidenhair tree",Train,Valid,Train,Train,Train,Train,Test,Train,Train,Train
2432.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2432.jpg","ginkgo, maidenhair tree",Valid,Train,Test,Train,Train,Train,Train,Train,Train,Train
2433.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2433.jpg","ginkgo, maidenhair tree",Test,Train,Train,Train,Train,Valid,Train,Train,Train,Train
2434.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2434.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Train,Train,Valid,Test,Train
2435.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2435.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Train,Train,Valid,Train,Test
2436.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2436.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Train,Test,Train,Train,Valid
2437.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2437.jpg","ginkgo, maidenhair tree",Test,Valid,Train,Train,Train,Train,Train,Train,Train,Train
2438.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2438.jpg","ginkgo, maidenhair tree",Train,Train,Train,Test,Train,Valid,Train,Train,Train,Train
2439.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2439.jpg","ginkgo, maidenhair tree",Train,Test,Valid,Train,Train,Train,Train,Train,Train,Train
2440.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2440.jpg","ginkgo, maidenhair tree",Valid,Train,Train,Train,Test,Train,Train,Train,Train,Train
2441.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2441.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Valid,Train,Train,Train,Test,Train
2442.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2442.jpg","ginkgo, maidenhair tree",Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
2443.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2443.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Train,Train,Test,Valid,Train
2444.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2444.jpg","ginkgo, maidenhair tree",Train,Train,Test,Train,Train,Train,Valid,Train,Train,Train
2445.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2445.jpg","ginkgo, maidenhair tree",Test,Train,Train,Train,Train,Valid,Train,Train,Train,Train
2446.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2446.jpg","ginkgo, maidenhair tree",Train,Train,Train,Test,Train,Train,Train,Train,Train,Valid
2447.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2447.jpg","ginkgo, maidenhair tree",Train,Train,Test,Train,Valid,Train,Train,Train,Train,Train
2448.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2448.jpg","ginkgo, maidenhair tree",Valid,Train,Train,Train,Test,Train,Train,Train,Train,Train
2449.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2449.jpg","ginkgo, maidenhair tree",Train,Train,Valid,Train,Train,Train,Train,Train,Test,Train
2450.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2450.jpg","ginkgo, maidenhair tree",Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
2451.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2451.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Train,Train,Valid,Train,Test
2452.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2452.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Train,Test,Train,Valid,Train
2453.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2453.jpg","ginkgo, maidenhair tree",Train,Valid,Train,Train,Train,Train,Train,Test,Train,Train
2454.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2454.jpg","ginkgo, maidenhair tree",Train,Test,Train,Train,Train,Train,Valid,Train,Train,Train
2455.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2455.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Valid,Test,Train,Train,Train
2456.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2456.jpg","ginkgo, maidenhair tree",Test,Train,Valid,Train,Train,Train,Train,Train,Train,Train
2457.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2457.jpg","ginkgo, maidenhair tree",Valid,Train,Train,Train,Train,Test,Train,Train,Train,Train
2458.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2458.jpg","ginkgo, maidenhair tree",Train,Train,Test,Train,Train,Train,Train,Valid,Train,Train
2459.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2459.jpg","ginkgo, maidenhair tree",Train,Train,Train,Valid,Test,Train,Train,Train,Train,Train
2460.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2460.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
2461.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2461.jpg","ginkgo, maidenhair tree",Train,Test,Train,Train,Train,Train,Valid,Train,Train,Train
2462.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2462.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Valid,Train,Train,Train,Test,Train
2463.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2463.jpg","ginkgo, maidenhair tree",Train,Valid,Train,Train,Train,Train,Train,Test,Train,Train
2464.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2464.jpg","ginkgo, maidenhair tree",Train,Train,Train,Test,Train,Train,Train,Train,Train,Valid
2465.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2465.jpg","ginkgo, maidenhair tree",Train,Train,Test,Train,Train,Train,Train,Train,Valid,Train
2466.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2466.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Valid,Train,Train,Test,Train,Train
2467.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2467.jpg","ginkgo, maidenhair tree",Valid,Train,Train,Test,Train,Train,Train,Train,Train,Train
2468.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2468.jpg","ginkgo, maidenhair tree",Test,Train,Train,Valid,Train,Train,Train,Train,Train,Train
2469.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2469.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Train,Test,Valid,Train,Train
2470.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2470.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Test,Train,Train,Train,Train,Valid
2471.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2471.jpg","ginkgo, maidenhair tree",Train,Valid,Train,Train,Train,Test,Train,Train,Train,Train
2472.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2472.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Valid,Train,Train,Test,Train
2473.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2473.jpg","ginkgo, maidenhair tree",Train,Test,Train,Train,Train,Train,Valid,Train,Train,Train
2474.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2474.jpg","ginkgo, maidenhair tree",Train,Train,Valid,Train,Train,Train,Train,Train,Train,Test
2475.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2475.jpg","ginkgo, maidenhair tree",Test,Train,Train,Train,Train,Train,Train,Train,Valid,Train
2476.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2476.jpg","ginkgo, maidenhair tree",Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
2477.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2477.jpg","ginkgo, maidenhair tree",Valid,Train,Train,Train,Train,Train,Train,Train,Test,Train
2478.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2478.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Valid,Train,Train,Train,Test
2479.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2479.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Train,Test,Train,Train,Valid
2480.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2480.jpg","ginkgo, maidenhair tree",Train,Test,Train,Train,Train,Train,Train,Valid,Train,Train
2481.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2481.jpg","ginkgo, maidenhair tree",Train,Valid,Train,Test,Train,Train,Train,Train,Train,Train
2482.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2482.jpg","ginkgo, maidenhair tree",Train,Train,Test,Train,Valid,Train,Train,Train,Train,Train
2483.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2483.jpg","ginkgo, maidenhair tree",Train,Train,Valid,Train,Train,Train,Train,Test,Train,Train
2484.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2484.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Test,Train,Valid,Train,Train,Train
2485.jpg,"Flavia_dataset\ginkgo, maidenhair tree\2485.jpg","ginkgo, maidenhair tree",Train,Train,Train,Train,Train,Train,Test,Valid,Train,Train
2486.jpg,Flavia_dataset\Crape myrtle\2486.jpg,Crape myrtle,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Test
2487.jpg,Flavia_dataset\Crape myrtle\2487.jpg,Crape myrtle,Train,Test,Train,Train,Train,Valid,Train,Train,Train,Train
2488.jpg,Flavia_dataset\Crape myrtle\2488.jpg,Crape myrtle,Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
2489.jpg,Flavia_dataset\Crape myrtle\2489.jpg,Crape myrtle,Train,Train,Train,Test,Train,Train,Valid,Train,Train,Train
2490.jpg,Flavia_dataset\Crape myrtle\2490.jpg,Crape myrtle,Train,Train,Test,Train,Train,Train,Train,Train,Train,Valid
2491.jpg,Flavia_dataset\Crape myrtle\2491.jpg,Crape myrtle,Train,Train,Valid,Train,Test,Train,Train,Train,Train,Train
2492.jpg,Flavia_dataset\Crape myrtle\2492.jpg,Crape myrtle,Valid,Train,Train,Train,Train,Train,Train,Train,Test,Train
2493.jpg,Flavia_dataset\Crape myrtle\2493.jpg,Crape myrtle,Test,Train,Train,Train,Train,Train,Train,Train,Valid,Train
2494.jpg,Flavia_dataset\Crape myrtle\2494.jpg,Crape myrtle,Train,Train,Train,Train,Valid,Train,Train,Test,Train,Train
2495.jpg,Flavia_dataset\Crape myrtle\2495.jpg,Crape myrtle,Train,Train,Train,Train,Train,Test,Valid,Train,Train,Train
2496.jpg,Flavia_dataset\Crape myrtle\2496.jpg,Crape myrtle,Train,Train,Train,Train,Train,Train,Train,Train,Test,Valid
2497.jpg,Flavia_dataset\Crape myrtle\2497.jpg,Crape myrtle,Valid,Test,Train,Train,Train,Train,Train,Train,Train,Train
2498.jpg,Flavia_dataset\Crape myrtle\2498.jpg,Crape myrtle,Train,Train,Train,Train,Train,Train,Test,Train,Valid,Train
2499.jpg,Flavia_dataset\Crape myrtle\2499.jpg,Crape myrtle,Train,Train,Train,Train,Valid,Train,Train,Test,Train,Train
2500.jpg,Flavia_dataset\Crape myrtle\2500.jpg,Crape myrtle,Test,Train,Train,Train,Train,Valid,Train,Train,Train,Train
2501.jpg,Flavia_dataset\Crape myrtle\2501.jpg,Crape myrtle,Train,Valid,Test,Train,Train,Train,Train,Train,Train,Train
2502.jpg,Flavia_dataset\Crape myrtle\2502.jpg,Crape myrtle,Train,Train,Train,Train,Test,Train,Train,Valid,Train,Train
2503.jpg,Flavia_dataset\Crape myrtle\2503.jpg,Crape myrtle,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Test
2504.jpg,Flavia_dataset\Crape myrtle\2504.jpg,Crape myrtle,Train,Train,Valid,Test,Train,Train,Train,Train,Train,Train
2505.jpg,Flavia_dataset\Crape myrtle\2505.jpg,Crape myrtle,Train,Train,Train,Test,Train,Train,Train,Train,Train,Valid
2506.jpg,Flavia_dataset\Crape myrtle\2506.jpg,Crape myrtle,Train,Train,Train,Train,Train,Train,Test,Train,Valid,Train
2507.jpg,Flavia_dataset\Crape myrtle\2507.jpg,Crape myrtle,Test,Train,Train,Train,Train,Train,Valid,Train,Train,Train
2508.jpg,Flavia_dataset\Crape myrtle\2508.jpg,Crape myrtle,Train,Train,Train,Valid,Train,Train,Train,Test,Train,Train
2509.jpg,Flavia_dataset\Crape myrtle\2509.jpg,Crape myrtle,Valid,Train,Train,Train,Train,Train,Train,Train,Test,Train
2510.jpg,Flavia_dataset\Crape myrtle\2510.jpg,Crape myrtle,Train,Test,Train,Train,Train,Train,Train,Valid,Train,Train
2511.jpg,Flavia_dataset\Crape myrtle\2511.jpg,Crape myrtle,Train,Train,Train,Train,Test,Valid,Train,Train,Train,Train
2512.jpg,Flavia_dataset\Crape myrtle\2512.jpg,Crape myrtle,Train,Valid,Test,Train,Train,Train,Train,Train,Train,Train
2513.jpg,Flavia_dataset\Crape myrtle\2513.jpg,Crape myrtle,Train,Train,Train,Train,Valid,Test,Train,Train,Train,Train
2514.jpg,Flavia_dataset\Crape myrtle\2514.jpg,Crape myrtle,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Test
2515.jpg,Flavia_dataset\Crape myrtle\2515.jpg,Crape myrtle,Train,Train,Train,Train,Train,Test,Train,Valid,Train,Train
2516.jpg,Flavia_dataset\Crape myrtle\2516.jpg,Crape myrtle,Train,Train,Train,Train,Train,Train,Train,Train,Test,Valid
2517.jpg,Flavia_dataset\Crape myrtle\2517.jpg,Crape myrtle,Train,Train,Test,Train,Train,Train,Train,Train,Valid,Train
2518.jpg,Flavia_dataset\Crape myrtle\2518.jpg,Crape myrtle,Test,Train,Train,Train,Train,Valid,Train,Train,Train,Train
2519.jpg,Flavia_dataset\Crape myrtle\2519.jpg,Crape myrtle,Train,Train,Train,Train,Valid,Train,Train,Test,Train,Train
2520.jpg,Flavia_dataset\Crape myrtle\2520.jpg,Crape myrtle,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Test
2521.jpg,Flavia_dataset\Crape myrtle\2521.jpg,Crape myrtle,Train,Train,Valid,Train,Test,Train,Train,Train,Train,Train
2522.jpg,Flavia_dataset\Crape myrtle\2522.jpg,Crape myrtle,Valid,Test,Train,Train,Train,Train,Train,Train,Train,Train
